Iteration,Capital,Final Reserve,Min Bound,Max Bound,Year,Reserve,Asset Yield,Liability Benefit
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,18,455601223.2269939,0.03,50296771.03272732
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,19,418972488.89107645,0.03,50296771.0327273
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,20,381244892.52508146,0.03,50296771.0327273
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,21,342385468.2681066,0.03,50296771.0327273
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,22,302360261.28342247,0.03,50296771.03272731
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,23,261134298.08919787,0.03,50296771.032727316
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,24,218671555.9991465,0.03,50296771.03272732
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,25,174934931.6463936,0.03,50296771.03272731
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,26,129886208.56305811,0.03,50296771.0327273
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,27,83486023.78722253,0.03,50296771.03272732
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,28,35693833.46811191,0.03,50296771.03272731
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,29,-13532122.56057205,0.03,50296771.032727316
5,959375000.0,-64234857.27011654,931250000.0,987500000.0,30,-64234857.27011654,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,0,973437500.0,,
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,1,952343853.9672728,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,2,930617398.5535636,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,3,908239149.4774432,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,4,885189552.9290391,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,5,861448468.484183,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,6,836995151.5059812,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,7,811808235.0184333,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,8,785865711.0362589,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,9,759144911.3346194,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,10,731622487.6419307,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,11,703274391.2384613,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,12,674075851.9428878,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,13,644001356.4684471,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,14,613024626.1297731,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,15,581118593.880939,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,16,548255380.6646398,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,17,514406271.0518517,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,18,479541688.15067995,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,19,443631167.76247305,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,20,406643331.76262,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,21,368545860.68277127,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,22,329305465.4705271,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,23,288887858.4019156,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,24,247257723.12124577,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,25,204378683.78215584,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,26,160213273.26289323,0.03,50296771.0327273
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,27,114722900.4280527,0.03,50296771.03272732
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,28,67867816.40816697,0.03,50296771.03272731
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,29,19607079.867684677,0.03,50296771.032727316
6,973437500.0,-30101478.769012105,959375000.0,987500000.0,30,-30101478.769012105,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,0,980468750.0,,
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,1,959586041.4672728,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,2,938076851.6785636,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,3,915922386.1961932,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,4,893103286.7493516,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,5,869599614.3191048,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,6,845390831.7159507,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,7,820455785.634702,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,8,794772688.1710157,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,9,768319097.7834189,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,10,741071899.6841941,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,11,713007285.6419926,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,12,684100733.178525,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,13,654326984.1411533,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,14,623660022.6326606,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,15,592073052.2789131,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,16,559538472.8145531,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,17,526027855.9662624,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,18,491511920.612523,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,19,455960507.19817144,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,20,419342551.3813893,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,21,381626056.8901037,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,22,342778067.5640795,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,23,302764638.5582746,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,24,261550806.68229553,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,25,219100559.8500371,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,26,175376805.6128109,0.03,50296771.0327273
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,27,130341338.74846792,0.03,50296771.03272732
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,28,83954807.87819466,0.03,50296771.03272731
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,29,36176681.08181319,0.03,50296771.032727316
7,980468750.0,-13034789.518459737,973437500.0,987500000.0,30,-13034789.518459737,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,0,983984375.0,,
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,1,963207135.2172728,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,2,941806578.2410636,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,3,919764004.5555682,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,4,897060153.6595079,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,5,873675187.2365658,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,6,849588671.8209355,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,7,824779560.9428362,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,8,799226176.738394,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,9,772906191.0078185,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,10,745796605.7053257,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,11,717873732.8437581,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,12,689113173.7963436,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,13,659489797.9775065,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,14,628977720.8841045,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,15,597550281.4779003,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,16,565180018.8895099,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,17,531838648.42346793,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,18,497497036.84344465,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,19,462125176.9160207,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,20,425692161.190774,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,21,388166154.99376994,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,22,349514368.61085576,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,23,309703028.63645416,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,24,268697348.4628205,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,25,226461497.88397777,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,26,182958571.7877698,0.03,50296771.0327273
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,27,138150557.90867555,0.03,50296771.03272732
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,28,91998303.61320853,0.03,50296771.03272731
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,29,44461481.68887748,0.03,50296771.032727316
8,983984375.0,-4501444.893183522,980468750.0,987500000.0,30,-4501444.893183522,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,0,985742187.5,,
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,1,965017682.0922728,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,2,943671441.5223136,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,3,921684813.7352557,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,4,899038587.114586,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,5,875712973.6952963,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,6,851687591.8734279,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,7,826941448.5969033,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,8,801452921.022083,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,9,775199737.6200182,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,10,748158958.7158915,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,11,720306956.4446409,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,12,691619394.1052527,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,13,662071204.8956829,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,14,631636570.0098262,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,15,600288896.0773937,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,16,568000791.9269881,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,17,534744044.65207046,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,18,500489594.9589053,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,19,465207511.77494514,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,20,428866966.0954662,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,21,391436204.0456029,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,22,352882519.1342437,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,23,313172223.6755437,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,24,272270619.3530827,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,25,230141966.90094793,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,26,186749454.87524906,0.03,50296771.0327273
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,27,142055167.48877922,0.03,50296771.03272732
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,28,96020051.4807153,0.03,50296771.03272731
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,29,48603881.99240945,0.03,50296771.032727316
9,985742187.5,-234772.58054558933,983984375.0,987500000.0,30,-234772.58054558933,0.03,50296771.03272732
10,986621093.75,1898563.5757742897,985742187.5,987500000.0,0,986621093.75,,
10,986621093.75,1898563.5757742897,985742187.5,987500000.0,1,965922955.5297728,0.03,50296771.0327273
