Iteration,Capital,Final Reserve,Min Bound,Max Bound,Year,Reserve,Asset Yield,Liability Benefit
1,650000000,5338945.137924194,0.0,1100000000,0,650000000.0,,
1,650000000,5338945.137924194,0.0,1100000000,1,639252700.5801051,0.044000000000000004,39347299.41989495
1,650000000,5338945.137924194,0.0,1100000000,2,628032519.9857347,0.044000000000000004,39347299.41989501
1,650000000,5338945.137924194,0.0,1100000000,3,616318651.4452121,0.044000000000000004,39347299.41989497
1,650000000,5338945.137924194,0.0,1100000000,4,604089372.6889066,0.044000000000000004,39347299.41989499
1,650000000,5338945.137924194,0.0,1100000000,5,591322005.6673236,0.044000000000000004,39347299.419894986
1,650000000,5338945.137924194,0.0,1100000000,6,577992874.4967909,0.044000000000000004,39347299.41989493
1,650000000,5338945.137924194,0.0,1100000000,7,564077261.5547546,0.044000000000000004,39347299.419894986
1,650000000,5338945.137924194,0.0,1100000000,8,549549361.643269,0.044000000000000004,39347299.419894956
1,650000000,5338945.137924194,0.0,1100000000,9,534382234.1356778,0.044000000000000004,39347299.419895
1,650000000,5338945.137924194,0.0,1100000000,10,518547753.0177527,0.044000000000000004,39347299.41989498
1,650000000,5338945.137924194,0.0,1100000000,11,502016554.73063886,0.044000000000000004,39347299.41989497
1,650000000,5338945.137924194,0.0,1100000000,12,484757983.71889186,0.044000000000000004,39347299.41989499
1,650000000,5338945.137924194,0.0,1100000000,13,466740035.58262825,0.044000000000000004,39347299.419894956
1,650000000,5338945.137924194,0.0,1100000000,14,447929297.7283689,0.044000000000000004,39347299.41989495
1,650000000,5338945.137924194,0.0,1100000000,15,428290887.40852225,0.044000000000000004,39347299.41989501
1,650000000,5338945.137924194,0.0,1100000000,16,407788387.0346023,0.044000000000000004,39347299.419894986
1,650000000,5338945.137924194,0.0,1100000000,17,386383776.64422965,0.044000000000000004,39347299.419894986
1,650000000,5338945.137924194,0.0,1100000000,18,364037363.39668095,0.044000000000000004,39347299.419894986
1,650000000,5338945.137924194,0.0,1100000000,19,340707707.9662399,0.044000000000000004,39347299.41989499
1,650000000,5338945.137924194,0.0,1100000000,20,316351547.69685936,0.044000000000000004,39347299.41989499
1,650000000,5338945.137924194,0.0,1100000000,21,290923716.37562656,0.044000000000000004,39347299.41989494
1,650000000,5338945.137924194,0.0,1100000000,22,264377060.47625923,0.044000000000000004,39347299.419895
1,650000000,5338945.137924194,0.0,1100000000,23,236662351.71731973,0.044000000000000004,39347299.41989495
1,650000000,5338945.137924194,0.0,1100000000,24,207728195.77298665,0.044000000000000004,39347299.41989499
1,650000000,5338945.137924194,0.0,1100000000,25,177520936.967103,0.044000000000000004,39347299.41989501
1,650000000,5338945.137924194,0.0,1100000000,26,145984558.77376032,0.044000000000000004,39347299.41989496
1,650000000,5338945.137924194,0.0,1100000000,27,113060579.93991113,0.044000000000000004,39347299.41989493
1,650000000,5338945.137924194,0.0,1100000000,28,78687946.03737259,0.044000000000000004,39347299.41989496
1,650000000,5338945.137924194,0.0,1100000000,29,42802916.243121624,0.044000000000000004,39347299.41989497
