Iteration,Capital,Final Reserve,Min Bound,Max Bound,Year,Reserve,Asset Yield,Liability Benefit
5,790625000.0,47090264.461698756,762500000.0,818750000.0,18,424691339.6081351,0.03,39347299.41989499
5,790625000.0,47090264.461698756,762500000.0,818750000.0,19,398084780.37648416,0.03,39347299.41989499
5,790625000.0,47090264.461698756,762500000.0,818750000.0,20,370680024.3678837,0.03,39347299.419895
5,790625000.0,47090264.461698756,762500000.0,818750000.0,21,342453125.67902523,0.03,39347299.41989498
5,790625000.0,47090264.461698756,762500000.0,818750000.0,22,313379420.029501,0.03,39347299.419895016
5,790625000.0,47090264.461698756,762500000.0,818750000.0,23,283433503.21049106,0.03,39347299.41989498
5,790625000.0,47090264.461698756,762500000.0,818750000.0,24,252589208.8869108,0.03,39347299.419895
5,790625000.0,47090264.461698756,762500000.0,818750000.0,25,220819585.73362315,0.03,39347299.41989499
5,790625000.0,47090264.461698756,762500000.0,818750000.0,26,188096873.88573685,0.03,39347299.41989499
5,790625000.0,47090264.461698756,762500000.0,818750000.0,27,154392480.682414,0.03,39347299.41989498
5,790625000.0,47090264.461698756,762500000.0,818750000.0,28,119676955.6829914,0.03,39347299.41989501
5,790625000.0,47090264.461698756,762500000.0,818750000.0,29,83919964.93358617,0.03,39347299.41989498
5,790625000.0,47090264.461698756,762500000.0,818750000.0,30,47090264.461698756,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,0,776562500.0,,
6,776562500.0,12956885.960594043,762500000.0,790625000.0,1,760512075.5801051,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,2,743980138.4276133,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,3,726952243.1605467,0.03,39347299.419895
6,776562500.0,12956885.960594043,762500000.0,790625000.0,4,709413511.0354681,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,5,691348616.9466372,0.03,39347299.419895
6,776562500.0,12956885.960594043,762500000.0,790625000.0,6,672741776.0351413,0.03,39347299.419894986
6,776562500.0,12956885.960594043,762500000.0,790625000.0,7,653576729.8963006,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,8,633836732.3732946,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,9,613504534.9245983,0.03,39347299.41989501
6,776562500.0,12956885.960594043,762500000.0,790625000.0,10,592562371.5524414,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,11,570991943.2791197,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,12,548774402.1575983,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,13,525890334.8024313,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,14,502319745.4266092,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,15,478042038.3695125,0.03,39347299.41989501
6,776562500.0,12956885.960594043,762500000.0,790625000.0,16,453036000.1007029,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,17,427279780.683829,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,18,400750874.6844489,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,19,373426101.5050874,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,20,345281585.130345,0.03,39347299.419895
6,776562500.0,12956885.960594043,762500000.0,790625000.0,21,316292733.26436037,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,22,286434215.8423962,0.03,39347299.419895016
6,776562500.0,12956885.960594043,762500000.0,790625000.0,23,255679942.8977731,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,24,224003041.7648113,0.03,39347299.419895
6,776562500.0,12956885.960594043,762500000.0,790625000.0,25,191375833.59786066,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,26,157769809.1859015,0.03,39347299.41989499
6,776562500.0,12956885.960594043,762500000.0,790625000.0,27,123155604.04158355,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,28,87502972.74293606,0.03,39347299.41989501
6,776562500.0,12956885.960594043,762500000.0,790625000.0,29,50780762.50532916,0.03,39347299.41989498
6,776562500.0,12956885.960594043,762500000.0,790625000.0,30,12956885.960594043,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,0,769531250.0,,
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,1,753269888.0801051,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,2,736520685.3026133,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,3,719269006.4417967,0.03,39347299.419895
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,4,701499777.2151556,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,5,683197471.1117152,0.03,39347299.419895
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,6,664346095.8251717,0.03,39347299.419894986
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,7,644929179.2800319,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,8,624929755.2385378,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,9,604330348.4757988,0.03,39347299.41989501
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,10,583112959.5101779,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,11,561259048.8755882,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,12,538749520.9219608,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,13,515564707.1297247,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,14,491684348.92372143,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,15,467087579.97153807,0.03,39347299.41989501
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,16,441752907.9507892,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,17,415658195.7694179,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,18,388780642.2226054,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,19,361096762.06938857,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,20,332582365.5115752,0.03,39347299.419895
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,21,303212537.0570275,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,22,272961613.7488434,0.03,39347299.419895016
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,23,241803162.7414137,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,24,209709958.20376113,0.03,39347299.419895
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,25,176653957.529979,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,26,142606276.83598337,0.03,39347299.41989499
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,27,107537165.72116788,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,28,71415981.27290791,0.03,39347299.41989501
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,29,34211161.291200176,0.03,39347299.41989498
7,769531250.0,-4109803.2899588123,762500000.0,776562500.0,30,-4109803.2899588123,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,0,773046875.0,,
8,773046875.0,4423541.335318409,769531250.0,776562500.0,1,756890981.8301051,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,2,740250411.8651133,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,3,723110624.8011717,0.03,39347299.419895
8,773046875.0,4423541.335318409,769531250.0,776562500.0,4,705456644.1253119,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,5,687273044.0291761,0.03,39347299.419895
8,773046875.0,4423541.335318409,769531250.0,776562500.0,6,668543935.9301565,0.03,39347299.419894986
8,773046875.0,4423541.335318409,769531250.0,776562500.0,7,649252954.5881662,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,8,629383243.8059163,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,9,608917441.7001988,0.03,39347299.41989501
8,773046875.0,4423541.335318409,769531250.0,776562500.0,10,587837665.5313098,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,11,566125496.0773542,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,12,543761961.5397799,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,13,520727520.96607834,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,14,497002047.1751657,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,15,472564809.1705257,0.03,39347299.41989501
8,773046875.0,4423541.335318409,769531250.0,776562500.0,16,447394454.0257465,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,17,421468988.22662395,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,18,394765758.4535277,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,19,367261431.78723854,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,20,338931975.3209607,0.03,39347299.419895
8,773046875.0,4423541.335318409,769531250.0,776562500.0,21,309752635.16069454,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,22,279697914.7956204,0.03,39347299.419895016
8,773046875.0,4423541.335318409,769531250.0,776562500.0,23,248741552.81959403,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,24,216856499.98428687,0.03,39347299.419895
8,773046875.0,4423541.335318409,769531250.0,776562500.0,25,184014895.5639205,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,26,150188043.0109431,0.03,39347299.41989499
8,773046875.0,4423541.335318409,769531250.0,776562500.0,27,115346384.88137643,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,28,79459477.00792272,0.03,39347299.41989501
8,773046875.0,4423541.335318409,769531250.0,776562500.0,29,42495961.89826544,0.03,39347299.41989498
8,773046875.0,4423541.335318409,769531250.0,776562500.0,30,4423541.335318409,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,0,771289062.5,,
9,771289062.5,156869.02267961204,769531250.0,773046875.0,1,755080434.9551051,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,2,738385548.5838633,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,3,721189815.6214842,0.03,39347299.419895
9,771289062.5,156869.02267961204,769531250.0,773046875.0,4,703478210.6702337,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,5,685235257.5704457,0.03,39347299.419895
9,771289062.5,156869.02267961204,769531250.0,773046875.0,6,666445015.8776641,0.03,39347299.419894986
9,771289062.5,156869.02267961204,769531250.0,773046875.0,7,647091066.934099,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,8,627156499.522227,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,9,606623895.0879989,0.03,39347299.41989501
9,771289062.5,156869.02267961204,769531250.0,773046875.0,10,585475312.5207438,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,11,563692272.4764712,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,12,541255741.2308702,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,13,518146114.04790133,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,14,494343198.04944336,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,15,469826194.5710317,0.03,39347299.41989501
9,771289062.5,156869.02267961204,769531250.0,773046875.0,16,444573680.98826766,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,17,418563591.9980207,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,18,391773200.33806634,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,19,364179096.9283134,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,20,335757170.4162678,0.03,39347299.419895
9,771289062.5,156869.02267961204,769531250.0,773046875.0,21,306482586.10886085,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,22,276329764.2722317,0.03,39347299.419895016
9,771289062.5,156869.02267961204,769531250.0,773046875.0,23,245272357.7805037,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,24,213283229.09402382,0.03,39347299.419895
9,771289062.5,156869.02267961204,769531250.0,773046875.0,25,180334426.54694957,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,26,146397159.92346308,0.03,39347299.41989499
9,771289062.5,156869.02267961204,769531250.0,773046875.0,27,111441775.30127199,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,28,75437729.14041515,0.03,39347299.41989501
9,771289062.5,156869.02267961204,769531250.0,773046875.0,29,38353561.59473263,0.03,39347299.41989498
9,771289062.5,156869.02267961204,769531250.0,773046875.0,30,156869.02267961204,0.03,39347299.41989499
10,770410156.25,-1976467.133639276,769531250.0,771289062.5,0,770410156.25,,
10,770410156.25,-1976467.133639276,769531250.0,771289062.5,1,754175161.5176051,0.03,39347299.41989498
10,770410156.25,-1976467.133639276,769531250.0,771289062.5,2,737453116.9432383,0.03,39347299.41989499
10,770410156.25,-1976467.133639276,769531250.0,771289062.5,3,720229411.0316404,0.03,39347299.419895
10,770410156.25,-1976467.133639276,769531250.0,771289062.5,4,702488993.9426947,0.03,39347299.41989499
